run_key,rep,qid,layer,lane,pro_signal,persona,lang,intent,reasoning_mode_sent,chat_mode_sent,request_id,ts_utc,t_first_event_s,t_first_stage_s,ttft_first_delta_s,_ttft_content_s,total_s,delta_events,frame_count,max_gap_s,db_model,db_model_tier,db_ai_reasoning_mode,db_prompt_tokens,db_completion_tokens,_cost_usd,_price_model,_usage_src,error,response_chars,quality_pass,first_touch_tier,session_id
L2-50#r1,1,L2-50,L2,pro,user_profile.is_pro=true,researcher,zh,math_derive,deep,standard,wt406q06-l2-50-r1-831bc5,2026-09-25T17:30:18+00:00,0.0143,0.0143,1.9556,1.9556,41.5417,93,112,10.0133,dashscope_chat,plus,deep,2628,1600,0.002525314685314685,qwen3.7-plus,db,,2699,True,,6b35aac4-84f4-4b09-a9e0-da02cc80b79a
L3-01#r1,1,L3-01,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-01-r1-225cb3,2026-09-25T17:31:00+00:00,0.033,0.033,8.3407,8.3407,27.6416,19,44,10.0152,dashscope_fast,fast,balanced,1773,188,8.140377622377622e-05,qwen3.7-flash,db,,394,False,,1c8ec6f8-fea8-4631-96b7-85cf2be4e1b2
L3-02#r1,1,L3-02,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-02-r1-27497f,2026-09-25T17:31:29+00:00,0.0541,0.0541,6.0732,6.0732,34.7254,26,52,10.0171,dashscope_fast,fast,balanced,1360,303,8.407300699300698e-05,qwen3.7-flash,db,,556,False,,1c8ec6f8-fea8-4631-96b7-85cf2be4e1b2
L3-03#r1,1,L3-03,L3,free,none,college_student,zh,planning,balanced,study_plan,wt406q06-l3-03-r1-dc3500,2026-09-25T17:32:04+00:00,0.0377,0.0377,2.5463,2.5463,67.383,117,138,10.0211,dashscope_fast,fast,balanced,13485,1514,0.000630595944055944,qwen3.7-flash,db,,2521,True,,1c8ec6f8-fea8-4631-96b7-85cf2be4e1b2
L3-04#r1,1,L3-04,L3,free,none,professional,zh,planning,balanced,study_plan,wt406q06-l3-04-r1-b5bf1e,2026-09-25T17:33:12+00:00,0.0278,0.0278,,,1.6413,0,7,1.6074,default,,balanced,0,0,0.0,fallback,db,,83,False,,
L3-05#r1,1,L3-05,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-05-r1-7bc47a,2026-09-25T17:33:15+00:00,0.0357,0.0357,6.5618,6.5618,22.8758,11,39,10.0115,dashscope_fast,fast,balanced,1734,88,6.655412587412587e-05,qwen3.7-flash,db,,213,False,,001fc134-5c9c-4d2c-8722-79ccc5d9a4cd
L3-06#r1,1,L3-06,L3,free,none,self_learner,zh,planning,balanced,study_plan,wt406q06-l3-06-r1-027ee3,2026-09-25T17:33:39+00:00,0.0778,0.0778,84.8475,84.8475,85.0217,1,37,10.0457,default,,balanced,40,298,0.0,fallback,db,,353,True,,001fc134-5c9c-4d2c-8722-79ccc5d9a4cd
L3-07#r1,1,L3-07,L3,free,none,beginner,zh,planning,balanced,study_plan,wt406q06-l3-07-r1-871c7f,2026-09-25T17:35:04+00:00,0.0581,0.0581,2.5112,2.5112,38.1131,70,89,10.0228,dashscope_fast,fast,balanced,13564,871,0.0005454900699300698,qwen3.7-flash,db,,1356,True,,001fc134-5c9c-4d2c-8722-79ccc5d9a4cd
L3-08#r1,1,L3-08,L3,free,none,researcher,zh,planning,balanced,study_plan,wt406q06-l3-08-r1-2d8153,2026-09-25T17:35:43+00:00,0.0527,0.0527,95.877,95.877,96.0692,1,38,10.0271,default,,balanced,47,430,0.0,fallback,db,,510,False,,4a782be2-2957-40bf-b43e-7fc094111fea
L3-09#r1,1,L3-09,L3,free,none,professional,mixed,planning,balanced,study_plan,wt406q06-l3-09-r1-38f048,2026-09-25T17:37:20+00:00,0.033,0.033,,,1.5463,0,7,1.4998,default,,balanced,0,0,0.0,fallback,db,,49,False,,
L3-10#r1,1,L3-10,L3,free,none,self_learner,zh,planning,balanced,study_plan,wt406q06-l3-10-r1-0b3787,2026-09-25T17:37:22+00:00,0.0359,0.0359,2.4218,2.4218,29.4657,61,79,10.0241,dashscope_fast,fast,balanced,13480,755,0.0005270447552447552,qwen3.7-flash,db,,1318,True,,4a782be2-2957-40bf-b43e-7fc094111fea
L3-11#r1,1,L3-11,L3,free,none,college_student,zh,long_context_qa,balanced,standard,wt406q06-l3-11-r1-8c8f6c,2026-09-25T17:37:53+00:00,0.0444,0.0444,6.9583,6.9583,27.03,22,48,10.0211,dashscope_fast,fast,balanced,1481,237,7.888993006993006e-05,qwen3.7-flash,db,,448,False,,2bd94560-d7c0-492e-a844-41be615f88e4
L3-12#r1,1,L3-12,L3,free,none,professional,en,long_context_qa,balanced,standard,wt406q06-l3-12-r1-acd111,2026-09-25T17:38:21+00:00,0.0122,0.0122,7.0317,7.0317,33.0412,48,68,10.0192,dashscope_fast,fast,balanced,13641,582,0.0005085444755244755,qwen3.7-flash,db,,1152,False,,2bd94560-d7c0-492e-a844-41be615f88e4
L3-13#r1,1,L3-13,L3,free,none,researcher,zh,long_context_qa,balanced,standard,wt406q06-l3-13-r1-796d85,2026-09-25T17:38:54+00:00,0.0418,0.0418,5.8399,5.8399,31.6026,53,72,10.0175,dashscope_fast,fast,balanced,2806,696,0.00018311244755244753,qwen3.7-flash,db,,1174,True,,2bd94560-d7c0-492e-a844-41be615f88e4
L3-14#r1,1,L3-14,L3,pro,user_profile.is_pro=true,college_student,zh,long_context_qa,deep,standard,wt406q06-l3-14-r1-8ab867,2026-09-25T17:39:27+00:00,0.036,0.036,6.7251,6.7251,28.5207,44,63,10.0361,dashscope_chat,plus,deep,2917,665,0.0015599999999999998,qwen3.7-plus,db,,1207,True,,23d8db79-028b-4226-aef0-a57e8da6e576
L3-15#r1,1,L3-15,L3,pro,user_profile.is_pro=true,self_learner,zh,long_context_qa,deep,standard,wt406q06-l3-15-r1-1d5457,2026-09-25T17:39:56+00:00,0.068,0.068,5.4316,5.4316,26.3675,31,51,10.085,dashscope_chat,plus,deep,3282,522,0.001502097902097902,qwen3.7-plus,db,,826,True,,23d8db79-028b-4226-aef0-a57e8da6e576
L3-16#r1,1,L3-16,L3,pro,user_profile.is_pro=true,researcher,zh,long_context_qa,deep,standard,wt406q06-l3-16-r1-269739,2026-09-25T17:40:23+00:00,0.0449,0.0449,7.6369,7.6369,34.7822,55,75,10.0763,dashscope_chat,plus,deep,2926,844,0.0017627972027972026,qwen3.7-plus,db,,1495,False,,23d8db79-028b-4226-aef0-a57e8da6e576
L3-17#r1,1,L3-17,L3,pro,user_profile.is_pro=true,self_learner,zh,long_context_qa,deep,standard,wt406q06-l3-17-r1-fa05aa,2026-09-25T17:40:59+00:00,0.0472,0.0472,2.6432,2.6432,9.1385,38,57,1.6978,dashscope_chat,plus,deep,2938,647,0.0015457342657342655,qwen3.7-plus,db,,1144,True,,60a2e665-2af2-4bee-9149-c9e0f44ec966
L3-18#r1,1,L3-18,L3,pro,user_profile.is_pro=true,professional,mixed,long_context_qa,deep,standard,wt406q06-l3-18-r1-77fd6f,2026-09-25T17:41:09+00:00,0.0112,0.0112,2.5721,2.5721,25.4662,39,60,10.078,dashscope_chat,plus,deep,13701,548,0.004445594405594405,qwen3.7-plus,db,,1029,False,,60a2e665-2af2-4bee-9149-c9e0f44ec966
L3-19#r1,1,L3-19,L3,pro,user_profile.is_pro=true,self_learner,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-19-r1-6041ed,2026-09-25T17:41:35+00:00,0.0351,0.0351,19.3357,19.3357,31.6526,8,31,10.087,qwen3_8_max,max,deep,2571,593,0.0087,qwen3.8-max,db,,149,False,,60a2e665-2af2-4bee-9149-c9e0f44ec966
L3-20#r1,1,L3-20,L3,pro,user_profile.is_pro=true,exam_candidate,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-20-r1-0d1f04,2026-09-25T17:42:08+00:00,0.011,0.011,5.7459,5.7459,58.6404,25,63,10.0769,qwen3_8_max,max,deep,2364,1364,0.012912,qwen3.8-max,db,,344,False,,cefc333c-f6e2-4463-a13d-fd96d7551f03
L3-21#r1,1,L3-21,L3,pro,user_profile.is_pro=true,college_student,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-21-r1-2567e9,2026-09-25T17:43:07+00:00,0.0381,0.0381,,,2.7794,0,8,2.3519,default,,balanced,0,0,0.0,fallback,db,,73,False,,
L3-22#r1,1,L3-22,L3,pro,user_profile.is_pro=true,researcher,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-22-r1-a6613a,2026-09-25T17:43:11+00:00,0.034,0.034,37.7003,37.7003,59.5766,29,58,10.0814,qwen3_8_max,max,deep,2367,1457,0.013476,qwen3.8-max,db,,374,False,,cefc333c-f6e2-4463-a13d-fd96d7551f03
L3-23#r1,1,L3-23,L3,pro,user_profile.is_pro=true,professional,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-23-r1-3dd970,2026-09-25T17:44:11+00:00,0.0493,0.0493,9.7861,9.7861,28.7564,5,24,10.0691,qwen3_8_max,max,deep,2847,88,0.006222,qwen3.8-max,db,,165,False,,db9247f2-feca-419e-95a5-34e3446b2e61
L3-24#r1,1,L3-24,L3,pro,user_profile.is_pro=true,college_student,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-24-r1-8a6a00,2026-09-25T17:44:41+00:00,0.0458,0.0458,59.6412,59.6412,87.8237,31,70,10.0885,qwen3_8_max,max,deep,2454,2132,0.0177,qwen3.8-max,db,,348,False,,db9247f2-feca-419e-95a5-34e3446b2e61
L3-25#r1,1,L3-25,L3,pro,user_profile.is_pro=true,exam_candidate,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-25-r1-98404f,2026-09-25T17:46:09+00:00,0.0127,0.0127,5.288,5.288,21.9782,5,32,8.5249,qwen3_8_max,max,deep,2247,224,0.0058379999999999994,qwen3.8-max,db,,135,False,,db9247f2-feca-419e-95a5-34e3446b2e61
L3-26#r1,1,L3-26,L3,pro,user_profile.is_pro=true,self_learner,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-26-r1-982fad,2026-09-25T17:46:32+00:00,0.0358,0.0358,157.2388,157.2388,214.7053,159,228,10.099,qwen3_8_max,max,deep,2785,6846,0.046646,qwen3.8-max,db,,2042,True,,77da5df7-fe3a-4644-a591-12a1d7bb212b
L3-27#r1,1,L3-27,L3,free,none,college_student,zh,planning,balanced,study_plan,wt406q06-l3-27-r1-31b862,2026-09-25T17:50:08+00:00,0.0461,0.0461,8.9263,8.9263,25.105,18,44,10.0837,dashscope_fast,fast,balanced,1736,190,8.05118881118881e-05,qwen3.7-flash,db,,381,False,,77da5df7-fe3a-4644-a591-12a1d7bb212b
L3-28#r1,1,L3-28,L3,free,none,professional,zh,planning,balanced,study_plan,wt406q06-l3-28-r1-6cf8c0,2026-09-25T17:50:34+00:00,0.0369,0.0369,2.3813,2.3813,18.8644,2,21,10.0783,dashscope_fast,fast,balanced,13532,28,0.00042964643356643357,qwen3.7-flash,db,,226,False,,77da5df7-fe3a-4644-a591-12a1d7bb212b
L3-29#r1,1,L3-29,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-29-r1-3dbdfb,2026-09-25T17:50:53+00:00,0.0402,0.0402,2.8996,2.8996,30.3004,31,58,10.0931,dashscope_fast,fast,balanced,1382,316,8.653622377622376e-05,qwen3.7-flash,db,,598,False,,9d9c9be1-5529-4255-aa15-6b88410e2e34
L3-30#r1,1,L3-30,L3,free,none,self_learner,en,planning,balanced,study_plan,wt406q06-l3-30-r1-3f6011,2026-09-25T17:51:24+00:00,0.0244,0.0244,,,1.2997,0,7,1.2631,default,,balanced,0,0,0.0,fallback,db,,80,False,,
L3-31#r1,1,L3-31,L3,free,none,researcher,zh,planning,balanced,study_plan,wt406q06-l3-31-r1-669f79,2026-09-25T17:51:26+00:00,0.0212,0.0212,8.2908,8.2908,26.8155,19,44,10.0764,dashscope_fast,fast,balanced,1721,206,8.221944055944055e-05,qwen3.7-flash,db,,386,False,,9d9c9be1-5529-4255-aa15-6b88410e2e34
L3-32#r1,1,L3-32,L3,free,none,beginner,zh,planning,balanced,study_plan,wt406q06-l3-32-r1-b8df5b,2026-09-25T17:51:54+00:00,0.0367,0.0367,2.8089,2.8089,18.9907,2,20,10.0712,dashscope_fast,fast,balanced,13553,41,0.0004320781818181818,qwen3.7-flash,db,,236,False,,f61466f2-6997-4a80-afbe-e69143039e20
L3-33#r1,1,L3-33,L3,free,none,college_student,zh,planning,balanced,study_plan,wt406q06-l3-33-r1-3ec9ac,2026-09-25T17:52:14+00:00,0.0509,0.0509,6.0734,6.0734,22.9735,12,38,10.096,dashscope_fast,fast,balanced,1749,115,7.07041958041958e-05,qwen3.7-flash,db,,252,False,,f61466f2-6997-4a80-afbe-e69143039e20
L3-34#r1,1,L3-34,L3,free,none,professional,mixed,planning,balanced,study_plan,wt406q06-l3-34-r1-674d30,2026-09-25T17:52:38+00:00,0.0311,0.0311,,,1.7303,0,7,1.6925,default,,balanced,0,0,0.0,fallback,db,,113,False,,
L3-35#r1,1,L3-35,L3,free,none,self_learner,zh,planning,balanced,study_plan,wt406q06-l3-35-r1-893e2d,2026-09-25T17:52:40+00:00,0.0487,0.0487,1.9068,1.9068,58.2023,183,201,10.08,dashscope_fast,fast,balanced,13377,2723,0.000791891888111888,qwen3.7-flash,db,,4623,True,,6671ccc4-b696-463f-ad08-574596db6239
L3-36#r1,1,L3-36,L3,free,none,beginner,zh,long_context_qa,balanced,standard,wt406q06-l3-36-r1-d69b09,2026-09-25T17:53:39+00:00,0.0388,0.0388,6.5066,6.5066,36.4716,36,56,10.0795,dashscope_fast,fast,balanced,2841,469,0.00015329104895104895,qwen3.7-flash,db,,783,True,,6671ccc4-b696-463f-ad08-574596db6239
L3-37#r1,1,L3-37,L3,free,none,professional,en,long_context_qa,balanced,standard,wt406q06-l3-37-r1-045681,2026-09-25T17:54:16+00:00,0.034,0.034,6.5644,6.5644,25.9187,16,43,10.0844,dashscope_fast,fast,balanced,1337,160,6.386923076923076e-05,qwen3.7-flash,db,,342,False,,6671ccc4-b696-463f-ad08-574596db6239
L3-38#r1,1,L3-38,L3,free,none,researcher,zh,long_context_qa,balanced,standard,wt406q06-l3-38-r1-2b89ef,2026-09-25T17:54:43+00:00,0.0355,0.0355,10.4864,10.4864,24.1932,75,91,9.7444,dashscope_fast,fast,balanced,3180,984,0.00023411412587412585,qwen3.7-flash,db,,1928,True,,39f33db6-bbae-4af8-b8ac-cd7d02bfd9c4
L3-39#r1,1,L3-39,L3,free,none,exam_candidate,zh,long_context_qa,balanced,standard,wt406q06-l3-39-r1-6fe9ea,2026-09-25T17:55:08+00:00,0.037,0.037,7.2143,7.2143,34.0601,66,85,10.0895,dashscope_fast,fast,balanced,2632,804,0.00019234909090909088,qwen3.7-flash,db,,1442,True,,39f33db6-bbae-4af8-b8ac-cd7d02bfd9c4
L3-40#r1,1,L3-40,L3,pro,user_profile.is_pro=true,college_student,zh,long_context_qa,deep,standard,wt406q06-l3-40-r1-845edc,2026-09-25T17:55:43+00:00,0.0124,0.0124,7.9934,7.9934,25.4928,51,71,9.4195,dashscope_chat,plus,deep,2792,789,0.0016637762237762237,qwen3.7-plus,db,,1349,False,,39f33db6-bbae-4af8-b8ac-cd7d02bfd9c4
L3-41#r1,1,L3-41,L3,pro,user_profile.is_pro=true,professional,zh,long_context_qa,deep,standard,wt406q06-l3-41-r1-5e13a6,2026-09-25T17:56:09+00:00,0.0104,0.0104,9.9233,9.9233,39.2635,56,76,10.0931,dashscope_chat,plus,deep,3178,884,0.0018780419580419578,qwen3.7-plus,db,,1538,True,,0f19bcfd-f647-4f59-a968-c979cf8b6093
L3-42#r1,1,L3-42,L3,pro,user_profile.is_pro=true,researcher,zh,long_context_qa,deep,standard,wt406q06-l3-42-r1-880149,2026-09-25T17:56:49+00:00,0.0412,0.0412,7.3451,7.3451,33.8596,67,91,10.0842,dashscope_chat,plus,deep,2778,1208,0.0021286713286713284,qwen3.7-plus,db,,2047,True,,0f19bcfd-f647-4f59-a968-c979cf8b6093
L3-44#r1,1,L3-44,L3,pro,user_profile.is_pro=true,exam_candidate,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-44-r1-5188a7,2026-09-25T17:57:25+00:00,0.0364,0.0364,116.2182,116.2182,233.1764,502,559,10.0967,qwen3_8_max,max,deep,2839,7960,0.053438,qwen3.8-max,db,,5776,True,,5725b49b-2bae-45fa-9d78-7624543ef6ab
L3-45#r1,1,L3-45,L3,pro,user_profile.is_pro=true,professional,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-45-r1-1fe8eb,2026-09-25T18:01:19+00:00,0.0302,0.0302,135.6823,135.6823,206.8478,152,216,10.0979,qwen3_8_max,max,deep,2433,5622,0.038598,qwen3.8-max,db,,2153,True,,5725b49b-2bae-45fa-9d78-7624543ef6ab
L3-46#r1,1,L3-46,L3,pro,user_profile.is_pro=true,college_student,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-46-r1-eca335,2026-09-25T18:04:47+00:00,0.0455,0.0455,13.6047,13.6047,32.2569,4,29,10.0844,qwen3_8_max,max,deep,2401,323,0.0067399999999999995,qwen3.8-max,db,,108,False,,5725b49b-2bae-45fa-9d78-7624543ef6ab
L3-47#r1,1,L3-47,L3,pro,user_profile.is_pro=true,researcher,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-47-r1-1a704f,2026-09-25T18:05:20+00:00,0.0096,0.0096,50.7876,50.7876,62.9109,4,37,10.081,qwen3_8_max,max,deep,2411,1511,0.013888,qwen3.8-max,db,,102,False,,81670d53-97d2-4039-a165-632a6005c4ca
L3-48#r1,1,L3-48,L3,pro,user_profile.is_pro=true,self_learner,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-48-r1-87d029,2026-09-25T18:06:23+00:00,0.0144,0.0144,141.0501,141.0501,175.5516,83,147,10.1032,qwen3_8_max,max,deep,2578,5674,0.039200000000000006,qwen3.8-max,db,,1125,True,,81670d53-97d2-4039-a165-632a6005c4ca
L3-49#r1,1,L3-49,L3,pro,user_profile.is_pro=true,exam_candidate,en,deep_analysis,deep,deep_analysis,wt406q06-l3-49-r1-d5e9e9,2026-09-25T18:09:20+00:00,0.0122,0.0122,172.3492,172.3492,240.0144,377,444,3.2216,default,,balanced,0,0,0.0,fallback,db,,4825,False,,81670d53-97d2-4039-a165-632a6005c4ca
L3-50#r1,1,L3-50,L3,pro,user_profile.is_pro=true,professional,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-50-r1-e7612d,2026-09-25T18:13:20+00:00,0.047,0.047,50.9607,50.9607,62.2715,4,28,10.0969,qwen3_8_max,max,deep,2639,251,0.006784,qwen3.8-max,db,,108,False,,e18f1ea9-5956-4149-b1dd-6d093efa259a
L0-01#r2,2,L0-01,L0,free,none,self_learner,zh,greeting,fast,standard,wt406q06-l0-01-r2-06aebf,2026-09-25T18:14:24+00:00,0.0429,0.0429,1.8484,1.8484,2.0149,2,21,0.7508,dashscope_fast,fast,fast,1348,2,4.2692027972027964e-05,qwen3.7-flash,db,,3,False,fast,77b2fd21-e319-4585-80f8-d175ea22362e
L0-02#r2,2,L0-02,L0,free,none,college_student,en,greeting,fast,standard,wt406q06-l0-02-r2-8fd60d,2026-09-25T18:14:26+00:00,0.0111,0.0111,0.675,0.675,2.2298,9,28,0.3261,dashscope_fast,fast,fast,1348,83,5.372615384615384e-05,qwen3.7-flash,db,,151,False,fast,77b2fd21-e319-4585-80f8-d175ea22362e
L0-03#r2,2,L0-03,L0,free,none,exam_candidate,zh,greeting,fast,standard,wt406q06-l0-03-r2-250755,2026-09-25T18:14:29+00:00,0.0405,0.0405,1.3956,1.3956,16.9604,7,24,10.0905,dashscope_fast,fast,fast,1379,71,5.3066993006993e-05,qwen3.7-flash,db,,123,True,fast,77b2fd21-e319-4585-80f8-d175ea22362e
L0-04#r2,2,L0-04,L0,free,none,self_learner,zh,thanks,fast,standard,wt406q06-l0-04-r2-f1b07e,2026-09-25T18:14:47+00:00,0.0119,0.0119,0.5878,0.5878,0.9904,3,19,0.2802,dashscope_fast,fast,fast,1375,13,4.504013986013985e-05,qwen3.7-flash,db,,23,True,fast,b2bca0f1-b52c-4c2e-96ba-5ba41f77a4d2
L0-05#r2,2,L0-05,L0,free,none,beginner,zh,ack,fast,standard,wt406q06-l0-05-r2-d1e6ef,2026-09-25T18:14:49+00:00,0.0242,0.0242,0.5354,0.5354,0.7591,2,18,0.2435,dashscope_fast,fast,fast,1374,2,4.351020979020978e-05,qwen3.7-flash,db,,3,False,fast,b2bca0f1-b52c-4c2e-96ba-5ba41f77a4d2
L0-06#r2,2,L0-06,L0,free,none,college_student,zh,ack,fast,standard,wt406q06-l0-06-r2-05aa82,2026-09-25T18:14:51+00:00,0.0192,0.0192,0.5397,0.5397,1.1985,3,21,0.3078,dashscope_fast,fast,fast,1376,33,4.7796083916083915e-05,qwen3.7-flash,db,,56,True,fast,b2bca0f1-b52c-4c2e-96ba-5ba41f77a4d2
L0-07#r2,2,L0-07,L0,free,none,professional,en,ack,fast,standard,wt406q06-l0-07-r2-8db66c,2026-09-25T18:14:53+00:00,0.0133,0.0133,0.5676,0.5676,0.8221,2,19,0.2703,dashscope_fast,fast,fast,1375,3,4.367790209790209e-05,qwen3.7-flash,db,,4,False,fast,0b469ebd-65dc-4f17-bbc0-77c0281201c6
L0-08#r2,2,L0-08,L0,free,none,beginner,zh,ack,fast,standard,wt406q06-l0-08-r2-8f369f,2026-09-25T18:14:54+00:00,0.0104,0.0104,0.6008,0.6008,1.2532,4,20,0.2972,dashscope_fast,fast,fast,1378,31,4.7586573426573425e-05,qwen3.7-flash,db,,57,True,fast,0b469ebd-65dc-4f17-bbc0-77c0281201c6
L0-09#r2,2,L0-09,L0,free,none,self_learner,zh,memory_write,fast,standard,wt406q06-l0-09-r2-cb02f8,2026-09-25T18:14:56+00:00,0.0098,0.0098,1.0518,1.0518,1.4927,3,20,0.6315,dashscope_fast,fast,fast,1384,24,4.682181818181818e-05,qwen3.7-flash,db,,41,True,fast,0b469ebd-65dc-4f17-bbc0-77c0281201c6
L0-10#r2,2,L0-10,L0,free,none,college_student,en,memory_write,fast,standard,wt406q06-l0-10-r2-77f7df,2026-09-25T18:14:59+00:00,0.0375,0.0375,0.7882,0.7882,1.2361,3,19,0.3986,dashscope_fast,fast,fast,1078,19,3.651132867132867e-05,qwen3.7-flash,db,,36,True,fast,31a98dfc-c809-4b4a-ac7c-675555acd207
L0-11#r2,2,L0-11,L0,free,none,professional,zh,memory_write,fast,standard,wt406q06-l0-11-r2-36ece7,2026-09-25T18:15:01+00:00,0.0108,0.0108,1.3919,1.3919,1.5883,2,20,0.6822,dashscope_fast,fast,fast,1358,10,4.409650349650349e-05,qwen3.7-flash,db,,16,True,fast,31a98dfc-c809-4b4a-ac7c-675555acd207
L0-12#r2,2,L0-12,L0,free,none,beginner,zh,quick_fact,fast,standard,wt406q06-l0-12-r2-cfbc50,2026-09-25T18:15:03+00:00,0.0354,0.0354,0.8755,0.8755,1.1595,2,20,0.396,dashscope_fast,fast,fast,1353,8,4.366671328671328e-05,qwen3.7-flash,db,,9,False,fast,31a98dfc-c809-4b4a-ac7c-675555acd207
L0-13#r2,2,L0-13,L0,free,none,college_student,en,quick_fact,fast,standard,wt406q06-l0-13-r2-773ded,2026-09-25T18:15:05+00:00,0.0118,0.0118,1.4631,1.4631,29.7578,61,80,10.1016,dashscope_fast,fast,fast,2713,695,0.00018004965034965032,qwen3.7-flash,db,,1230,False,fast,47416b86-b5cd-4638-b04e-2bed81c583a2
L0-14#r2,2,L0-14,L0,free,none,self_learner,en,greeting,fast,standard,wt406q06-l0-14-r2-397bca,2026-09-25T18:15:36+00:00,0.0358,0.0358,1.4926,1.4926,2.1746,4,20,0.7672,dashscope_fast,fast,fast,1375,32,4.76283916083916e-05,qwen3.7-flash,db,,59,False,fast,47416b86-b5cd-4638-b04e-2bed81c583a2
L0-15#r2,2,L0-15,L0,free,none,exam_candidate,zh,greeting,fast,standard,wt406q06-l0-15-r2-0bc3e8,2026-09-25T18:15:39+00:00,0.0342,0.0342,1.3637,1.3637,14.3973,7,26,10.0954,dashscope_fast,fast,fast,1348,80,5.331748251748251e-05,qwen3.7-flash,db,,163,True,fast,47416b86-b5cd-4638-b04e-2bed81c583a2
L0-16#r2,2,L0-16,L0,free,none,self_learner,zh,greeting,fast,standard,wt406q06-l0-16-r2-a86422,2026-09-25T18:15:54+00:00,0.0097,0.0097,0.8145,0.8145,1.4825,4,20,0.5142,dashscope_fast,fast,fast,1374,32,4.7596923076923075e-05,qwen3.7-flash,db,,52,True,fast,cb1c2667-a150-4d94-85f7-bcf7f0768d1e
L0-17#r2,2,L0-17,L0,free,none,professional,mixed,greeting,fast,standard,wt406q06-l0-17-r2-04071f,2026-09-25T18:15:56+00:00,0.0097,0.0097,0.556,0.556,10.0837,8,26,8.2111,dashscope_fast,fast,fast,1379,94,5.620013986013985e-05,qwen3.7-flash,db,,444,True,fast,cb1c2667-a150-4d94-85f7-bcf7f0768d1e
L0-18#r2,2,L0-18,L0,free,none,beginner,zh,ack,fast,standard,wt406q06-l0-18-r2-78d0b3,2026-09-25T18:16:07+00:00,0.0377,0.0377,0.6986,0.6986,16.8208,11,28,10.0996,dashscope_fast,fast,fast,1349,121,5.893412587412586e-05,qwen3.7-flash,db,,238,True,fast,cb1c2667-a150-4d94-85f7-bcf7f0768d1e
L0-19#r2,2,L0-19,L0,free,none,exam_candidate,zh,continuation,fast,standard,wt406q06-l0-19-r2-732552,2026-09-25T18:16:25+00:00,0.0383,0.0383,0.9251,0.9251,8.6132,9,25,6.3946,dashscope_fast,fast,fast,1348,89,5.4543496503496495e-05,qwen3.7-flash,db,,156,True,fast,11213701-777d-4600-8139-87eed49214bc
L0-20#r2,2,L0-20,L0,free,none,college_student,zh,ack,fast,standard,wt406q06-l0-20-r2-247d37,2026-09-25T18:16:34+00:00,0.0374,0.0374,1.2628,1.2628,12.5582,3,20,10.0868,dashscope_fast,fast,fast,1379,51,5.0342517482517476e-05,qwen3.7-flash,db,,93,True,fast,11213701-777d-4600-8139-87eed49214bc
L0-21#r2,2,L0-21,L0,free,none,self_learner,zh,continuation,fast,standard,wt406q06-l0-21-r2-c7008b,2026-09-25T18:16:47+00:00,0.0341,0.0341,0.7614,0.7614,36.1896,16,36,10.0962,dashscope_fast,fast,fast,1030,156,5.36634965034965e-05,qwen3.7-flash,db,,306,True,fast,11213701-777d-4600-8139-87eed49214bc
L0-22#r2,2,L0-22,L0,free,none,beginner,zh,thanks,fast,standard,wt406q06-l0-22-r2-42828b,2026-09-25T18:17:24+00:00,0.0424,0.0424,0.8311,0.8311,19.1474,10,32,10.0787,dashscope_fast,fast,fast,1351,93,5.518279720279719e-05,qwen3.7-flash,db,,176,True,fast,011e8c47-5f49-4740-b92c-b4b4c432d92f
L0-23#r2,2,L0-23,L0,free,none,exam_candidate,zh,memory_write,fast,standard,wt406q06-l0-23-r2-c0cea2,2026-09-25T18:17:44+00:00,0.0508,0.0508,1.341,1.341,18.0878,6,25,10.0876,dashscope_fast,fast,fast,1359,50,4.957692307692307e-05,qwen3.7-flash,db,,91,True,fast,011e8c47-5f49-4740-b92c-b4b4c432d92f
L0-24#r2,2,L0-24,L0,free,none,beginner,zh,persona_fact,fast,standard,wt406q06-l0-24-r2-d88ec2,2026-09-25T18:18:03+00:00,0.0356,0.0356,1.3263,1.3263,13.0905,7,25,10.0845,dashscope_fast,fast,fast,1381,69,5.285748251748251e-05,qwen3.7-flash,db,,137,True,fast,011e8c47-5f49-4740-b92c-b4b4c432d92f
